#bar  #source  #destination  #group
190     68         77         15
191     69         70         16
192     69         77         17
193     69         78         18
194     70         71         19
195     70         78         20
196     70         79         21
197     71         72         22
198     71         79         23
199     71         80         24
200     72         80         25
201     73         74          1
202     73         75          2
203     73         82          3
204     73         83          4
205     74         75          5
206     74         83          6
207     75         76          7
208     75         83          8
209     75         84          9
210     76         77         10
211     76         84         11
212     76         85         12
213     77         78         13
214     77         85         14
215     77         86         15
216     78         79         16
217     78         86         17
218     78         87         18
219     79         80         19
220     79         87         20
221     79         88         21
222     80         81         22
223     80         88         23
224     80         89         24
225     81         89         25
226     82         83          1
227     82         84          2
228     82         91          3
229     82         92          4
230     83         84          5
231     83         92          6
232     84         85          7
233     84         92          8
234     84         93          9
235     85         86         10
236     85         93         11
237     85         94         12
238     86         87         13
239     86         94         14
240     86         95         15
241     87         88         16
242     87         95         17
243     87         96         18
244     88         89         19
245     88         96         20
246     88         97         21
247     89         90         22
248     89         97         23
249     89         98         24
250     90         98         25
251     91         92          1
252     91         93          2
253     91        100          3
254     91        101          4
255     92         93          5
256     92        101          6
257     93         94          7
258     93        101          8
259     93        102          9
260     94         95         10
261     94        102         11
262     94        103         12
263     95         96         13
264     95        103         14
265     95        104         15
266     96         97         16
267     96        104         17
268     96        105         18
269     97         98         19
270     97        105         20
271     97        106         21
272     98         99         22
273     98        106         23
274     98        107         24
275     99        107         25
276    100        101          1
277    100        102          2
278    100        109          3
279    100        110          4
280    101        102          5
281    101        110          6
282    102        103          7
283    102        110          8
284    102        111          9
285    103        104         10
286    103        111         11
287    103        112         12
288    104        105         13
289    104        112         14
290    104        113         15
291    105        106         16
292    105        113         17
293    105        114         18
294    106        107         19
295    106        114         20
296    106        115         21
297    107        108         22
298    107        115         23
299    107        116         24
300    108        116         25
301    109        110          1
302    109        111          2
303    109        118          3
304    109        119          4
305    110        111          5
306    110        119          6
307    111        112          7
308    111        119          8
309    111        120          9
310    112        113         10
311    112        120         11
312    112        121         12
313    113        114         13
314    113        121         14
315    113        122         15
316    114        115         16
317    114        122         17
318    114        123         18
319    115        116         19
320    115        123         20
321    115        124         21
322    116        117         22
323    116        124         23
324    116        125         24
325    117        125         25
326    118        119          1
327    118        120          2
328    118        127          3
329    118        128          4
330    119        120          5
331    119        128          6
332    120        121          7
333    120        128          8
334    120        129          9
335    121        122         10
336    121        129         11
337    121        130         12
338    122        123         13
339    122        130         14
340    122        131         15
341    123        124         16
342    123        131         17
343    123        132         18
344    124        125         19
345    124        132         20
346    124        133         21
347    125        126         22
348    125        133         23
349    125        134         24
350    126        134         25
351    127        128          1
352    127        129          2
353    127        136          3
354    127        137          4
355    128        129          5
356    128        137          6
357    129        130          7
358    129        137          8
359    129        138          9
360    130        131         10
361    130        138         11
362    130        139         12
363    131        132         13
364    131        139         14
365    131        140         15
366    132        133         16
367    132        140         17
368    132        141         18
369    133        134         19
370    133        141         20
371    133        142         21
372    134        135         22
373    134        142         23
374    134        143         24
375    135        143         25
376    136        137          1
377    136        138          2
378    136        145          3
379    136        146          4
380    137        138          5
381    137        146          6
382    138        139          7
383    138        146          8
384    138        147          9
385    139        140         10
386    139        147         11
387    139        148         12
388    140        141         13
389    140        148         14
390    140        149         15
391    141        142         16
392    141        149         17
393    141        150         18
394    142        143         19
395    142        150         20
396    142        151         21
397    143        144         22
398    143        151         23
399    143        152         24
400    144        152         25
401    145        146          1
402    145        147          2
403    145        154          3
404    145        155          4
405    146        147          5
406    146        155          6
407    147        148          7
408    147        155          8
409    147        156          9
410    148        149         10
411    148        156         11
412    148        157         12
413    149        150         13
414    149        157         14
415    149        158         15
416    150        151         16
417    150        158         17
418    150        159         18
419    151        152         19
420    151        159         20
421    151        160         21
422    152        153         22
423    152        160         23
424    152        161         24
425    153        161         25
426    154        155          1
427    154        156          2
428    154        163          3
429    154        164          4
430    155        156          5
431    155        164          6
432    156        157          7
433    156        164          8
434    156        165          9
435    157        158         10
436    157        165         11
437    157        166         12
438    158        159         13
439    158        166         14
440    158        167         15
441    159        160         16
442    159        167         17
443    159        168         18
444    160        161         19
445    160        168         20
446    160        169         21
447    161        162         22
448    161        169         23
449    161        170         24
450    162        170         25
451    163        164          1
452    163        165          2
453    163        172          3
454    163        173          4
455    164        165          5
456    164        173          6
457    165        166          7
458    165        173          8
459    165        174          9
460    166        167         10
461    166        174         11
462    166        175         12
463    167        168         13
464    167        175         14
465    167        176         15
466    168        169         16
467    168        176         17
468    168        177         18
469    169        170         19
470    169        177         20
471    169        178         21
472    170        171         22
473    170        178         23
474    170        179         24
475    171        179         25
476    172        173          1
477    172        174          2
478    172        181          3
479    172        182          4
480    173        174          5
481    173        182          6
482    174        175          7
483    174        182          8
484    174        183          9
485    175        176         10
486    175        183         11
487    175        184         12
488    176        177         13
489    176        184         14
490    176        185         15
491    177        178         16
492    177        185         17
493    177        186         18
494    178        179         19
495    178        186         20
496    178        187         21
497    179        180         22
498    179        187         23
499    179        188         24
500    180        188         25
501    181        182          1
502    181        183          2
503    181        190          3
504    181        191          4
505    182        183          5
506    182        191          6
507    183        184          7
508    183        191          8
509    183        192          9
510    184        185         10
511    184        192         11
512    184        193         12
513    185        186         13
514    185        193         14
515    185        194         15
516    186        187         16
517    186        194         17
518    186        195         18
519    187        188         19
520    187        195         20
521    187        196         21
522    188        189         22
523    188        196         23
524    188        197         24
525    189        197         25
526    190        191          1
527    190        192          2
528    190        199          3
529    190        200          4
530    191        192          5
531    191        200          6
532    192        193          7
533    192        200          8
534    192        201          9
535    193        194         10
536    193        201         11
537    193        202         12
538    194        195         13
539    194        202         14
540    194        203         15
541    195        196         16
542    195        203         17
543    195        204         18
544    196        197         19
545    196        204         20
546    196        205         21
547    197        198         22
548    197        205         23
549    197        206         24
550    198        206         25
551    199        200          1
552    199        201          2
553    199        208          3
554    199        209          4
555    200        201          5
556    200        209          6
557    201        202          7
558    201        209          8
559    201        210          9
560    202        203         10
561    202        210         11
562    202        211         12
563    203        204         13
564    203        211         14
565    203        212         15
566    204        205         16
567    204        212         17
568    204        213         18
569    205        206         19
570    205        213         20
571    205        214         21
572    206        207         22
573    206        214         23
574    206        215         24
575    207        215         25
576    208        209          1
577    208        210          2
578    208          1          3
579    208          2          4
580    209        210          5
581    209          2          6
582    210        211          7
583    210          2          8
584    210          3          9
585    211        212         10
586    211          3         11
587    211          4         12
588    212        213         13
589    212          4         14
590    212          5         15
591    213        214         16
592    213          5         17
593    213          6         18
594    214        215         19
595    214          6         20
596    214          7         21
597    215        216         22
598    215          7         23
599    215          8         24
600    216          8         25
