#node     #x        #y       #z
129   -2.598076 -1.500000  7.250000
130   -4.330127 -2.500000  6.750000
131   -6.062178 -3.500000  6.000000
132   -7.794229 -4.500000  5.000000
133   -9.526279 -5.500000  3.500000
134  -11.258330 -6.500000  1.500000
135  -12.124356 -7.000000  0.000000
136   -0.707107 -0.707107  7.000000
137   -0.707107 -0.707107  7.500000
138   -2.121320 -2.121320  7.250000
139   -3.535534 -3.535534  6.750000
140   -4.949747 -4.949747  6.000000
141   -6.363961 -6.363961  5.000000
142   -7.778175 -7.778175  3.500000
143   -9.192388 -9.192388  1.500000
144   -9.899495 -9.899495  0.000000
145   -0.500000 -0.866025  7.000000
146   -0.500000 -0.866025  7.500000
147   -1.500000 -2.598076  7.250000
148   -2.500000 -4.330127  6.750000
149   -3.500000 -6.062178  6.000000
150   -4.500000 -7.794229  5.000000
151   -5.500000 -9.526279  3.500000
152   -6.500000-11.258330  1.500000
153   -7.000000-12.124356  0.000000
154   -0.258819 -0.965926  7.000000
155   -0.258819 -0.965926  7.500000
156   -0.776457 -2.897777  7.250000
157   -1.294095 -4.829629  6.750000
158   -1.811733 -6.761481  6.000000
159   -2.329371 -8.693332  5.000000
160   -2.847009-10.625184  3.500000
161   -3.364648-12.557036  1.500000
162   -3.623467-13.522962  0.000000
163   -0.000000 -1.000000  7.000000
164   -0.000000 -1.000000  7.500000
165   -0.000000 -3.000000  7.250000
166   -0.000000 -5.000000  6.750000
167   -0.000000 -7.000000  6.000000
168   -0.000000 -9.000000  5.000000
169   -0.000000-11.000000  3.500000
170   -0.000000-13.000000  1.500000
171   -0.000000-14.000000  0.000000
172    0.258819 -0.965926  7.000000
173    0.258819 -0.965926  7.500000
174    0.776457 -2.897777  7.250000
175    1.294095 -4.829629  6.750000
176    1.811733 -6.761481  6.000000
177    2.329371 -8.693332  5.000000
178    2.847009-10.625184  3.500000
179    3.364648-12.557036  1.500000
180    3.623467-13.522962  0.000000
181    0.500000 -0.866025  7.000000
182    0.500000 -0.866025  7.500000
183    1.500000 -2.598076  7.250000
184    2.500000 -4.330127  6.750000
185    3.500000 -6.062178  6.000000
186    4.500000 -7.794229  5.000000
187    5.500000 -9.526279  3.500000
188    6.500000-11.258330  1.500000
189    7.000000-12.124356  0.000000
190    0.707107 -0.707107  7.000000
191    0.707107 -0.707107  7.500000
192    2.121320 -2.121320  7.250000
193    3.535534 -3.535534  6.750000
194    4.949747 -4.949747  6.000000
195    6.363961 -6.363961  5.000000
196    7.778175 -7.778175  3.500000
197    9.192388 -9.192388  1.500000
198    9.899495 -9.899495  0.000000
199    0.866025 -0.500000  7.000000
200    0.866025 -0.500000  7.500000
201    2.598076 -1.500000  7.250000
202    4.330127 -2.500000  6.750000
203    6.062178 -3.500000  6.000000
204    7.794229 -4.500000  5.000000
205    9.526279 -5.500000  3.500000
206   11.258330 -6.500000  1.500000
207   12.124356 -7.000000  0.000000
208    0.965926 -0.258819  7.000000
209    0.965926 -0.258819  7.500000
210    2.897777 -0.776457  7.250000
211    4.829629 -1.294095  6.750000
212    6.761481 -1.811733  6.000000
213    8.693332 -2.329371  5.000000
214   10.625184 -2.847009  3.500000
215   12.557036 -3.364648  1.500000
216   13.522962 -3.623467  0.000000
