#bar  #source  #destination  #group
 876   243         249         30
 877   243         250         31
 878   243         256         32
 879   244         245         33
 880   244         250         34
 881   244         251         35
 882   244         257         36
 883   245         246         37
 884   245         251         38
 885   245         252         39
 886   245         258         40
 887   246         247         41
 888   246         252         42
 889   246         253         43
 890   246         259         44
 891   247         253         45
 892   247         254         46
 893   247         260         47
 894   248         249          1
 895   248         255          2
 896   248         261          3
 897   249         250          4
 898   249         255          5
 899   249         256          6
 900   249         262          7
 901   250         251          8
 902   250         256          9
 903   250         257         10
 904   250         263         11
 905   251         252         12
 906   251         257         13
 907   251         258         14
 908   251         264         15
 909   252         253         16
 910   252         258         17
 911   252         259         18
 912   252         265         19
 913   253         254         20
 914   253         259         21
 915   253         260         22
 916   253         266         23
 917   254         260         24
 918   255         256         25
 919   255         261         26
 920   255         262         27
 921   255         268         28
 922   256         257         29
 923   256         262         30
 924   256         263         31
 925   256         269         32
 926   257         258         33
 927   257         263         34
 928   257         264         35
 929   257         270         36
 930   258         259         37
 931   258         264         38
 932   258         265         39
 933   258         271         40
 934   259         260         41
 935   259         265         42
 936   259         266         43
 937   259         272         44
 938   260         266         45
 939   260         267         46
 940   260         273         47
 941   261         262          1
 942   261         268          2
 943   261         274          3
 944   262         263          4
 945   262         268          5
 946   262         269          6
 947   262         275          7
 948   263         264          8
 949   263         269          9
 950   263         270         10
 951   263         276         11
 952   264         265         12
 953   264         270         13
 954   264         271         14
 955   264         277         15
 956   265         266         16
 957   265         271         17
 958   265         272         18
 959   265         278         19
 960   266         267         20
 961   266         272         21
 962   266         273         22
 963   266         279         23
 964   267         273         24
 965   268         269         25
 966   268         274         26
 967   268         275         27
 968   268         281         28
 969   269         270         29
 970   269         275         30
 971   269         276         31
 972   269         282         32
 973   270         271         33
 974   270         276         34
 975   270         277         35
 976   270         283         36
 977   271         272         37
 978   271         277         38
 979   271         278         39
 980   271         284         40
 981   272         273         41
 982   272         278         42
 983   272         279         43
 984   272         285         44
 985   273         279         45
 986   273         280         46
 987   273         286         47
 988   274         275          1
 989   274         281          2
 990   274         287          3
 991   275         276          4
 992   275         281          5
 993   275         282          6
 994   275         288          7
 995   276         277          8
 996   276         282          9
 997   276         283         10
 998   276         289         11
 999   277         278         12
1000   277         283         13
1001   277         284         14
1002   277         290         15
1003   278         279         16
1004   278         284         17
1005   278         285         18
1006   278         291         19
1007   279         280         20
1008   279         285         21
1009   279         286         22
1010   279         292         23
1011   280         286         24
1012   281         282         25
1013   281         287         26
1014   281         288         27
1015   281         294         28
1016   282         283         29
1017   282         288         30
1018   282         289         31
1019   282         295         32
1020   283         284         33
1021   283         289         34
1022   283         290         35
1023   283         296         36
1024   284         285         37
1025   284         290         38
1026   284         291         39
1027   284         297         40
1028   285         286         41
1029   285         291         42
1030   285         292         43
1031   285         298         44
1032   286         292         45
1033   286         293         46
1034   286         299         47
1035   287         288          1
1036   287         294          2
1037   287         300          3
1038   288         289          4
1039   288         294          5
1040   288         295          6
1041   288         301          7
1042   289         290          8
1043   289         295          9
1044   289         296         10
1045   289         302         11
1046   290         291         12
1047   290         296         13
1048   290         297         14
1049   290         303         15
1050   291         292         16
1051   291         297         17
1052   291         298         18
1053   291         304         19
1054   292         293         20
1055   292         298         21
1056   292         299         22
1057   292         305         23
1058   293         299         24
1059   294         295         25
1060   294         300         26
1061   294         301         27
1062   294         307         28
1063   295         296         29
1064   295         301         30
1065   295         302         31
1066   295         308         32
1067   296         297         33
1068   296         302         34
1069   296         303         35
1070   296         309         36
1071   297         298         37
1072   297         303         38
1073   297         304         39
1074   297         310         40
1075   298         299         41
1076   298         304         42
1077   298         305         43
1078   298         311         44
1079   299         305         45
1080   299         306         46
1081   299         312         47
1082   300         301          1
1083   300         307          2
1084   300         313          3
1085   301         302          4
1086   301         307          5
1087   301         308          6
1088   301         314          7
1089   302         303          8
1090   302         308          9
1091   302         309         10
1092   302         315         11
1093   303         304         12
1094   303         309         13
1095   303         310         14
1096   303         316         15
1097   304         305         16
1098   304         310         17
1099   304         311         18
1100   304         317         19
1101   305         306         20
1102   305         311         21
1103   305         312         22
1104   305         318         23
1105   306         312         24
1106   307         308         25
1107   307         313         26
1108   307         314         27
1109   307         320         28
1110   308         309         29
1111   308         314         30
1112   308         315         31
1113   308         321         32
1114   309         310         33
1115   309         315         34
1116   309         316         35
1117   309         322         36
1118   310         311         37
1119   310         316         38
1120   310         317         39
1121   310         323         40
1122   311         312         41
1123   311         317         42
1124   311         318         43
1125   311         324         44
1126   312         318         45
1127   312         319         46
1128   312         325         47
1129   313         314          1
1130   313         320          2
1131   313         326          3
1132   314         315          4
1133   314         320          5
1134   314         321          6
1135   314         327          7
1136   315         316          8
1137   315         321          9
1138   315         322         10
1139   315         328         11
1140   316         317         12
1141   316         322         13
1142   316         323         14
1143   316         329         15
1144   317         318         16
1145   317         323         17
1146   317         324         18
1147   317         330         19
1148   318         319         20
1149   318         324         21
1150   318         325         22
1151   318         331         23
1152   319         325         24
1153   320         321         25
1154   320         326         26
1155   320         327         27
1156   320         333         28
1157   321         322         29
1158   321         327         30
1159   321         328         31
1160   321         334         32
1161   322         323         33
1162   322         328         34
1163   322         329         35
1164   322         335         36
1165   323         324         37
1166   323         329         38
1167   323         330         39
1168   323         336         40
1169   324         325         41
1170   324         330         42
1171   324         331         43
1172   324         337         44
1173   325         331         45
1174   325         332         46
1175   325         338         47
1176   326         327          1
1177   326         333          2
1178   326         339          3
1179   327         328          4
1180   327         333          5
1181   327         334          6
1182   327         340          7
1183   328         329          8
1184   328         334          9
1185   328         335         10
1186   328         341         11
1187   329         330         12
1188   329         335         13
1189   329         336         14
1190   329         342         15
1191   330         331         16
1192   330         336         17
1193   330         337         18
1194   330         343         19
1195   331         332         20
1196   331         337         21
1197   331         338         22
1198   331         344         23
1199   332         338         24
1200   333         334         25
1201   333         339         26
1202   333         340         27
1203   333         346         28
1204   334         335         29
1205   334         340         30
1206   334         341         31
1207   334         347         32
1208   335         336         33
1209   335         341         34
1210   335         342         35
1211   335         348         36
1212   336         337         37
1213   336         342         38
1214   336         343         39
1215   336         349         40
1216   337         338         41
1217   337         343         42
1218   337         344         43
1219   337         350         44
1220   338         344         45
1221   338         345         46
1222   338         351         47
1223   339         340          1
1224   339         346          2
1225   339         352          3
1226   340         341          4
1227   340         346          5
1228   340         347          6
1229   340         353          7
1230   341         342          8
1231   341         347          9
1232   341         348         10
1233   341         354         11
1234   342         343         12
1235   342         348         13
1236   342         349         14
1237   342         355         15
1238   343         344         16
1239   343         349         17
1240   343         350         18
1241   343         356         19
1242   344         345         20
1243   344         350         21
1244   344         351         22
1245   344         357         23
1246   345         351         24
1247   346         347         25
1248   346         352         26
1249   346         353         27
1250   346         359         28
1251   347         348         29
1252   347         353         30
1253   347         354         31
1254   347         360         32
1255   348         349         33
1256   348         354         34
1257   348         355         35
1258   348         361         36
1259   349         350         37
1260   349         355         38
1261   349         356         39
1262   349         362         40
1263   350         351         41
1264   350         356         42
1265   350         357         43
1266   350         363         44
1267   351         357         45
1268   351         358         46
1269   351         364         47
1270   352         353          1
1271   352         359          2
1272   352         365          3
1273   353         354          4
1274   353         359          5
1275   353         360          6
1276   353         366          7
1277   354         355          8
1278   354         360          9
1279   354         361         10
1280   354         367         11
1281   355         356         12
1282   355         361         13
1283   355         362         14
1284   355         368         15
1285   356         357         16
1286   356         362         17
1287   356         363         18
1288   356         369         19
1289   357         358         20
1290   357         363         21
1291   357         364         22
1292   357         370         23
1293   358         364         24
1294   359         360         25
1295   359         365         26
1296   359         366         27
1297   359         372         28
1298   360         361         29
1299   360         366         30
1300   360         367         31
1301   360         373         32
1302   361         362         33
1303   361         367         34
1304   361         368         35
1305   361         374         36
1306   362         363         37
1307   362         368         38
1308   362         369         39
1309   362         375         40
1310   363         364         41
1311   363         369         42
1312   363         370         43
1313   363         376         44
1314   364         370         45
1315   364         371         46
1316   364         377         47
1317   365         366          1
1318   365         372          2
1319   365         378          3
1320   366         367          4
1321   366         372          5
1322   366         373          6
1323   366         379          7
1324   367         368          8
1325   367         373          9
1326   367         374         10
1327   367         380         11
1328   368         369         12
1329   368         374         13
1330   368         375         14
1331   368         381         15
1332   369         370         16
1333   369         375         17
1334   369         376         18
1335   369         382         19
1336   370         371         20
1337   370         376         21
1338   370         377         22
1339   370         383         23
1340   371         377         24
1341   372         373         25
1342   372         378         26
1343   372         379         27
1344   372         385         28
1345   373         374         29
1346   373         379         30
1347   373         380         31
1348   373         386         32
1349   374         375         33
1350   374         380         34
1351   374         381         35
1352   374         387         36
1353   375         376         37
1354   375         381         38
1355   375         382         39
1356   375         388         40
1357   376         377         41
1358   376         382         42
1359   376         383         43
1360   376         389         44
1361   377         383         45
1362   377         384         46
1363   377         390         47
1364   378         379          1
1365   378         385          2
1366   378           1          3
1367   379         380          4
1368   379         385          5
1369   379         386          6
1370   379           2          7
1371   380         381          8
1372   380         386          9
1373   380         387         10
1374   380           3         11
1375   381         382         12
1376   381         387         13
1377   381         388         14
1378   381           4         15
1379   382         383         16
1380   382         388         17
1381   382         389         18
1382   382           5         19
1383   383         384         20
1384   383         389         21
1385   383         390         22
1386   383           6         23
1387   384         390         24
1388   385         386         25
1389   385           1         26
1390   385           2         27
1391   385           8         28
1392   386         387         29
1393   386           2         30
1394   386           3         31
1395   386           9         32
1396   387         388         33
1397   387           3         34
1398   387           4         35
1399   387          10         36
1400   388         389         37
1401   388           4         38
1402   388           5         39
1403   388          11         40
1404   389         390         41
1405   389           5         42
1406   389           6         43
1407   389          12         44
1408   390           6         45
1409   390           7         46
1410   390          13         47
