#node     #x        #y       #z
344   7.36044  -8.17459   1.25000
345   8.69870  -9.66088   0.00000
346   1.48625  -1.33823   3.00000
347   2.97251  -2.67646   2.75000
348   4.45876  -4.01468   2.25000
349   5.94501  -5.35291   1.75000
350   7.43129  -6.69116   1.00000
351   8.91754  -8.02939  -0.50000
352   0.80902  -0.58779   4.00000
353   2.42705  -1.76336   3.75000
354   4.04508  -2.93893   3.25000
355   5.66312  -4.11450   2.75000
356   7.28115  -5.29007   2.00000
357   8.89919  -6.46564   1.25000
358  10.51722  -7.64121   0.00000
359   1.73201  -0.99998   3.00000
360   3.46402  -1.99995   2.75000
361   5.19602  -2.99993   2.25000
362   6.92803  -3.99990   1.75000
363   8.66007  -4.99989   1.00000
364  10.39207  -5.99987  -0.50000
365   0.91355  -0.40674   4.00000
366   2.74064  -1.22021   3.75000
367   4.56773  -2.03368   3.25000
368   6.39482  -2.84716   2.75000
369   8.22191  -3.66063   2.00000
370  10.04900  -4.47410   1.25000
371  11.87609  -5.28758   0.00000
372   1.90207  -0.61802   3.00000
373   3.80413  -1.23604   2.75000
374   5.70620  -1.85406   2.25000
375   7.60826  -2.47208   1.75000
376   9.51036  -3.09010   1.00000
377  11.41243  -3.70812  -0.50000
378   0.97815  -0.20791   4.00000
379   2.93444  -0.62374   3.75000
380   4.89074  -1.03956   3.25000
381   6.84703  -1.45538   2.75000
382   8.80333  -1.87121   2.00000
383  10.75962  -2.28703   1.25000
384  12.71592  -2.70285   0.00000
385   1.98899  -0.20905   3.00000
386   3.97799  -0.41810   2.75000
387   5.96698  -0.62715   2.25000
388   7.95598  -0.83621   1.75000
389   9.94500  -1.04526   1.00000
390  11.93400  -1.25431  -0.50000
