 #bar  #source  #destination  #group
 598     202       212           8   
 599     202       220           9   
 600     202       222          10   
 601     203       204          11   
 602     203       212          12   
 603     203       213          13   
 604     203       223          14   
 605     204       205          15   
 606     204       213          16   
 607     204       214          17   
 608     204       224          18   
 609     205       206          19   
 610     205       214          20   
 611     205       215          21   
 612     205       225          22   
 613     206       207          23   
 614     206       215          24   
 615     206       216          25   
 616     206       226          26   
 617     207       208          27   
 618     207       216          28   
 619     207       217          29   
 620     207       227          30   
 621     208       209          31   
 622     208       217          32   
 623     208       218          33   
 624     208       228          34   
 625     209       210          35   
 626     209       218          36   
 627     209       219          37   
 628     209       229          38   
 629     210       219          39   
 630     210       230          40   
 631     211       221          41   
 632     211       222          42   
 633     212       222          43   
 634     212       223          44   
 635     213       223          45   
 636     213       224          46   
 637     214       224          47   
 638     214       225          48   
 639     215       225          49   
 640     215       226          50   
 641     216       226          51   
 642     216       227          52   
 643     217       227          53   
 644     217       228          54   
 645     218       228          55   
 646     218       229          56   
 647     219       229          57   
 648     219       230          58   
 649     220       240          59   
 650     221       222           1   
 651     221       231           2   
 652     221       240           3   
 653     221       241           4   
 654     221       260           5   
 655     222       223           6   
 656     222       231           7   
 657     222       232           8   
 658     222       240           9   
 659     222       242          10   
 660     223       224          11   
 661     223       232          12   
 662     223       233          13   
 663     223       243          14   
 664     224       225          15   
 665     224       233          16   
 666     224       234          17   
 667     224       244          18   
 668     225       226          19   
 669     225       234          20   
 670     225       235          21   
 671     225       245          22   
 672     226       227          23   
 673     226       235          24   
 674     226       236          25   
 675     226       246          26   
 676     227       228          27   
 677     227       236          28   
 678     227       237          29   
 679     227       247          30   
 680     228       229          31   
 681     228       237          32   
 682     228       238          33   
 683     228       248          34   
 684     229       230          35   
 685     229       238          36   
 686     229       239          37   
 687     229       249          38   
 688     230       239          39   
 689     230       250          40   
 690     231       241          41   
 691     231       242          42   
 692     232       242          43   
 693     232       243          44   
 694     233       243          45   
 695     233       244          46   
 696     234       244          47   
 697     234       245          48   
 698     235       245          49   
 699     235       246          50   
 700     236       246          51   
 701     236       247          52   
 702     237       247          53   
 703     237       248          54   
 704     238       248          55   
 705     238       249          56   
 706     239       249          57   
 707     239       250          58   
 708     240       260          59   
 709     241       242           1   
 710     241       251           2   
 711     241       260           3   
 712     241       261           4   
 713     241       280           5   
 714     242       243           6   
 715     242       251           7   
 716     242       252           8   
 717     242       260           9   
 718     242       262          10   
 719     243       244          11   
 720     243       252          12   
 721     243       253          13   
 722     243       263          14   
 723     244       245          15   
 724     244       253          16   
 725     244       254          17   
 726     244       264          18   
 727     245       246          19   
 728     245       254          20   
 729     245       255          21   
 730     245       265          22   
 731     246       247          23   
 732     246       255          24   
 733     246       256          25   
 734     246       266          26   
 735     247       248          27   
 736     247       256          28   
 737     247       257          29   
 738     247       267          30   
 739     248       249          31   
 740     248       257          32   
 741     248       258          33   
 742     248       268          34   
 743     249       250          35   
 744     249       258          36   
 745     249       259          37   
 746     249       269          38   
 747     250       259          39   
 748     250       270          40   
 749     251       261          41   
 750     251       262          42   
 751     252       262          43   
 752     252       263          44   
 753     253       263          45   
 754     253       264          46   
 755     254       264          47   
 756     254       265          48   
 757     255       265          49   
 758     255       266          50   
 759     256       266          51   
 760     256       267          52   
 761     257       267          53   
 762     257       268          54   
 763     258       268          55   
 764     258       269          56   
 765     259       269          57   
 766     259       270          58   
 767     260       280          59   
 768     261       262           1   
 769     261       271           2   
 770     261       280           3   
 771     261       281           4   
 772     261       300           5   
 773     262       263           6   
 774     262       271           7   
 775     262       272           8   
 776     262       280           9   
 777     262       282          10   
 778     263       264          11   
 779     263       272          12   
 780     263       273          13   
 781     263       283          14   
 782     264       265          15   
 783     264       273          16   
 784     264       274          17   
 785     264       284          18   
 786     265       266          19   
 787     265       274          20   
 788     265       275          21   
 789     265       285          22   
 790     266       267          23   
 791     266       275          24   
 792     266       276          25   
 793     266       286          26   
 794     267       268          27   
 795     267       276          28   
 796     267       277          29   
 797     267       287          30   
 798     268       269          31   
 799     268       277          32   
 800     268       278          33   
 801     268       288          34   
 802     269       270          35   
 803     269       278          36   
 804     269       279          37   
 805     269       289          38   
 806     270       279          39   
 807     270       290          40   
 808     271       281          41   
 809     271       282          42   
 810     272       282          43   
 811     272       283          44   
 812     273       283          45   
 813     273       284          46   
 814     274       284          47   
 815     274       285          48   
 816     275       285          49   
 817     275       286          50   
 818     276       286          51   
 819     276       287          52   
 820     277       287          53   
 821     277       288          54   
 822     278       288          55   
 823     278       289          56   
 824     279       289          57   
 825     279       290          58   
 826     280       300          59   
 827     281       282           1   
 828     281       291           2   
 829     281       300           3   
 830     281       301           4   
 831     281       320           5   
 832     282       283           6   
 833     282       291           7   
 834     282       292           8   
 835     282       300           9   
 836     282       302          10   
 837     283       284          11   
 838     283       292          12   
 839     283       293          13   
 840     283       303          14   
 841     284       285          15   
 842     284       293          16   
 843     284       294          17   
 844     284       304          18   
 845     285       286          19   
 846     285       294          20   
 847     285       295          21   
 848     285       305          22   
 849     286       287          23   
 850     286       295          24   
 851     286       296          25   
 852     286       306          26   
 853     287       288          27   
 854     287       296          28   
 855     287       297          29   
 856     287       307          30   
 857     288       289          31   
 858     288       297          32   
 859     288       298          33   
 860     288       308          34   
 861     289       290          35   
 862     289       298          36   
 863     289       299          37   
 864     289       309          38   
 865     290       299          39   
 866     290       310          40   
 867     291       301          41   
 868     291       302          42   
 869     292       302          43   
 870     292       303          44   
 871     293       303          45   
 872     293       304          46   
 873     294       304          47   
 874     294       305          48   
 875     295       305          49   
 876     295       306          50   
 877     296       306          51   
 878     296       307          52   
 879     297       307          53   
 880     297       308          54   
 881     298       308          55   
 882     298       309          56   
 883     299       309          57   
 884     299       310          58   
 885     300       320          59   
 886     301       302           1   
 887     301       311           2   
 888     301       320           3   
 889     301       321           4   
 890     301       340           5   
 891     302       303           6   
 892     302       311           7   
 893     302       312           8   
 894     302       320           9   
 895     302       322          10   
 896     303       304          11   
 897     303       312          12   
 898     303       313          13   
 899     303       323          14   
 900     304       305          15   
 901     304       313          16   
 902     304       314          17   
 903     304       324          18   
 904     305       306          19   
 905     305       314          20   
 906     305       315          21   
 907     305       325          22   
 908     306       307          23   
 909     306       315          24   
 910     306       316          25   
 911     306       326          26   
 912     307       308          27   
 913     307       316          28   
 914     307       317          29   
 915     307       327          30   
 916     308       309          31   
 917     308       317          32   
 918     308       318          33   
 919     308       328          34   
 920     309       310          35   
 921     309       318          36   
 922     309       319          37   
 923     309       329          38   
 924     310       319          39   
 925     310       330          40   
 926     311       321          41   
 927     311       322          42   
 928     312       322          43   
 929     312       323          44   
 930     313       323          45   
 931     313       324          46   
 932     314       324          47   
 933     314       325          48   
 934     315       325          49   
 935     315       326          50   
 936     316       326          51   
 937     316       327          52   
 938     317       327          53   
 939     317       328          54   
 940     318       328          55   
 941     318       329          56   
 942     319       329          57   
 943     319       330          58   
 944     320       340          59   
 945     321       322           1   
 946     321       331           2   
 947     321       340           3   
 948     321       341           4   
 949     321       360           5   
 950     322       323           6   
 951     322       331           7   
 952     322       332           8   
 953     322       340           9   
 954     322       342          10   
 955     323       324          11   
 956     323       332          12   
 957     323       333          13   
 958     323       343          14   
 959     324       325          15   
 960     324       333          16   
 961     324       334          17   
 962     324       344          18   
 963     325       326          19   
 964     325       334          20   
 965     325       335          21   
 966     325       345          22   
 967     326       327          23   
 968     326       335          24   
 969     326       336          25   
 970     326       346          26   
 971     327       328          27   
 972     327       336          28   
 973     327       337          29   
 974     327       347          30   
 975     328       329          31   
 976     328       337          32   
 977     328       338          33   
 978     328       348          34   
 979     329       330          35   
 980     329       338          36   
 981     329       339          37   
 982     329       349          38   
 983     330       339          39   
 984     330       350          40   
 985     331       341          41   
 986     331       342          42   
 987     332       342          43   
 988     332       343          44   
 989     333       343          45   
 990     333       344          46   
 991     334       344          47   
 992     334       345          48   
 993     335       345          49   
 994     335       346          50   
 995     336       346          51   
 996     336       347          52   
 997     337       347          53   
 998     337       348          54   
 999     338       348          55   
1000     338       349          56   
1001     339       349          57   
1002     339       350          58   
1003     340       360          59   
1004     341       342           1   
1005     341       351           2   
1006     341       360           3   
1007     341       361           4   
1008     341       380           5   
1009     342       343           6   
1010     342       351           7   
1011     342       352           8   
1012     342       360           9   
1013     342       362          10   
1014     343       344          11   
1015     343       352          12   
1016     343       353          13   
1017     343       363          14   
1018     344       345          15   
1019     344       353          16   
1020     344       354          17   
1021     344       364          18   
1022     345       346          19   
1023     345       354          20   
1024     345       355          21   
1025     345       365          22   
1026     346       347          23   
1027     346       355          24   
1028     346       356          25   
1029     346       366          26   
1030     347       348          27   
1031     347       356          28   
1032     347       357          29   
1033     347       367          30   
1034     348       349          31   
1035     348       357          32   
1036     348       358          33   
1037     348       368          34   
1038     349       350          35   
1039     349       358          36   
1040     349       359          37   
1041     349       369          38   
1042     350       359          39   
1043     350       370          40   
1044     351       361          41   
1045     351       362          42   
1046     352       362          43   
1047     352       363          44   
1048     353       363          45   
1049     353       364          46   
1050     354       364          47   
1051     354       365          48   
1052     355       365          49   
1053     355       366          50   
1054     356       366          51   
1055     356       367          52   
1056     357       367          53   
1057     357       368          54   
1058     358       368          55   
1059     358       369          56   
1060     359       369          57   
1061     359       370          58   
1062     360       380          59   
1063     361       362           1   
1064     361       371           2   
1065     361       380           3   
1066     361       381           4   
1067     361       400           5   
1068     362       363           6   
1069     362       371           7   
1070     362       372           8   
1071     362       380           9   
1072     362       382          10   
1073     363       364          11   
1074     363       372          12   
1075     363       373          13   
1076     363       383          14   
1077     364       365          15   
1078     364       373          16   
1079     364       374          17   
1080     364       384          18   
1081     365       366          19   
1082     365       374          20   
1083     365       375          21   
1084     365       385          22   
1085     366       367          23   
1086     366       375          24   
1087     366       376          25   
1088     366       386          26   
1089     367       368          27   
1090     367       376          28   
1091     367       377          29   
1092     367       387          30   
1093     368       369          31   
1094     368       377          32   
1095     368       378          33   
1096     368       388          34   
1097     369       370          35   
1098     369       378          36   
1099     369       379          37   
1100     369       389          38   
1101     370       379          39   
1102     370       390          40   
1103     371       381          41   
1104     371       382          42   
1105     372       382          43   
1106     372       383          44   
1107     373       383          45   
1108     373       384          46   
1109     374       384          47   
1110     374       385          48   
1111     375       385          49   
1112     375       386          50   
1113     376       386          51   
1114     376       387          52   
1115     377       387          53   
1116     377       388          54   
1117     378       388          55   
1118     378       389          56   
1119     379       389          57   
1120     379       390          58   
1121     380       400          59   
1122     381       382           1   
1123     381       391           2   
1124     381       400           3   
1125     381         1           4   
1126     381        20           5   
1127     382       383           6   
1128     382       391           7   
1129     382       392           8   
1130     382       400           9   
1131     382         2          10   
1132     383       384          11   
1133     383       392          12   
1134     383       393          13   
1135     383         3          14   
1136     384       385          15   
1137     384       393          16   
1138     384       394          17   
1139     384         4          18   
1140     385       386          19   
1141     385       394          20   
1142     385       395          21   
1143     385         5          22   
1144     386       387          23   
1145     386       395          24   
1146     386       396          25   
1147     386         6          26   
1148     387       388          27   
1149     387       396          28   
1150     387       397          29   
1151     387         7          30   
1152     388       389          31   
1153     388       397          32   
1154     388       398          33   
1155     388         8          34   
1156     389       390          35   
1157     389       398          36   
1158     389       399          37   
1159     389         9          38   
1160     390       399          39   
1161     390        10          40   
1162     391         1          41   
1163     391         2          42   
1164     392         2          43   
1165     392         3          44   
1166     393         3          45   
1167     393         4          46   
1168     394         4          47   
1169     394         5          48   
1170     395         5          49   
1171     395         6          50   
1172     396         6          51   
1173     396         7          52   
1174     397         7          53   
1175     397         8          54   
1176     398         8          55   
1177     398         9          56   
1178     399         9          57   
1179     399        10          58   
1180     400        20          59   
