#node     #x        #y       #z
 92    1.17327   7.40771  12.99040
 93    1.57028   9.91439  11.14760
 94    1.89840  11.98600   8.81560
 95    2.14364  13.53439   6.10130
 96    2.29526  14.49171   3.11800
 97    2.34651  14.81530   0.00000
 98    2.29526  14.49171  -3.11810
 99    2.14362  13.53430  -6.10140
100    0.96355   2.96549  13.70310
101    0.00000   3.11810  14.67230
102    0.00000   6.10130  13.70310
103    0.00000   8.81660  12.13540
104    0.00000  11.14760  10.03650
105    0.00000  12.99040   7.50000
106    0.00000  14.26570   4.63580
107    0.00000  14.91790   1.56760
108    0.00000  14.91790  -1.56770
109    0.00000  14.26560  -4.63590
110    0.00000  12.99030  -7.50010
111   -0.72521   4.57880  14.26570
112   -1.17327   7.40771  12.99040
113   -1.57028   9.91439  11.14760
114   -1.89840  11.98600   8.81560
115   -2.14364  13.53439   6.10130
116   -2.29526  14.49171   3.11800
117   -2.34651  14.81530   0.00000
118   -2.29526  14.49171  -3.11810
119   -2.14362  13.53430  -6.10140
120    0.00000   3.11810  13.70310
121   -0.96355   2.96549  14.67230
122   -1.88541   5.80268  13.70310
123   -2.72448   8.38508  12.13540
124   -3.44480  10.60200  10.03650
125   -4.01425  12.35460   7.50000
126   -4.40834  13.56749   4.63580
127   -4.60988  14.18777   1.56760
128   -4.60988  14.18777  -1.56770
129   -4.40831  13.56739  -4.63590
130   -4.01422  12.35451  -7.50010
131   -2.10464   4.13059  14.26570
132   -3.40495   6.68259  12.99040
133   -4.55714   8.94390  11.14760
134   -5.50936  10.81273   8.81560
135   -6.22108  12.20955   6.10130
136   -6.66111  13.07316   3.11800
137   -6.80985  13.36507   0.00000
138   -6.66111  13.07316  -3.11810
139   -6.22103  12.20947  -6.10140
140   -0.96355   2.96549  13.70310
141   -1.83277   2.52260  14.67230
142   -3.58625   4.93606  13.70310
143   -5.18227   7.13278  12.13540
144   -6.55239   9.01860  10.03650
145   -7.63557  10.50945   7.50000
146   -8.38517  11.54119   4.63580
147   -8.76852  12.06883   1.56760
148   -8.76852  12.06883  -1.56770
149   -8.38511  11.54111  -4.63590
150   -7.63551  10.50937  -7.50010
151   -3.27806   3.27806  14.26570
152   -5.30333   5.30333  12.99040
153   -7.09792   7.09792  11.14760
154   -8.58103   8.58103   8.81560
155   -9.68956   9.68956   6.10130
156  -10.37492  10.37492   3.11800
157  -10.60658  10.60658   0.00000
158  -10.37492  10.37492  -3.11810
159   -9.68949   9.68949  -6.10140
160   -1.83277   2.52260  13.70310
161   -2.52260   1.83277  14.67230
162   -4.93606   3.58625  13.70310
163   -7.13278   5.18227  12.13540
164   -9.01860   6.55239  10.03650
165  -10.50945   7.63557   7.50000
166  -11.54119   8.38517   4.63580
167  -12.06883   8.76852   1.56760
168  -12.06883   8.76852  -1.56770
169  -11.54111   8.38511  -4.63590
170  -10.50937   7.63551  -7.50010
171   -4.13059   2.10464  14.26570
172   -6.68259   3.40495  12.99040
173   -8.94390   4.55714  11.14760
174  -10.81273   5.50936   8.81560
175  -12.20955   6.22108   6.10130
176  -13.07316   6.66111   3.11800
177  -13.36507   6.80985   0.00000
178  -13.07316   6.66111  -3.11810
179  -12.20947   6.22103  -6.10140
180   -2.52260   1.83277  13.70310
181   -2.96549   0.96355  14.67230
182   -5.80268   1.88541  13.70310
183   -8.38508   2.72448  12.13540
184  -10.60200   3.44480  10.03650
185  -12.35460   4.01425   7.50000
186  -13.56749   4.40834   4.63580
187  -14.18777   4.60988   1.56760
188  -14.18777   4.60988  -1.56770
189  -13.56739   4.40831  -4.63590
190  -12.35451   4.01422  -7.50010
191   -4.57880   0.72521  14.26570
192   -7.40771   1.17327  12.99040
193   -9.91439   1.57028  11.14760
194  -11.98600   1.89840   8.81560
195  -13.53439   2.14364   6.10130
196  -14.49171   2.29526   3.11800
197  -14.81530   2.34651   0.00000
198  -14.49171   2.29526  -3.11810
199  -13.53430   2.14362  -6.10140
200   -2.96549   0.96355  13.70310
201   -3.11810   0.00000  14.67230
202   -6.10130   0.00000  13.70310
203   -8.81660   0.00000  12.13540
204  -11.14760   0.00000  10.03650
205  -12.99040   0.00000   7.50000
206  -14.26570   0.00000   4.63580
207  -14.91790   0.00000   1.56760
208  -14.91790   0.00000  -1.56770
209  -14.26560   0.00000  -4.63590
210  -12.99030   0.00000  -7.50010
211   -4.57880  -0.72521  14.26570
212   -7.40771  -1.17327  12.99040
213   -9.91439  -1.57028  11.14760
214  -11.98600  -1.89840   8.81560
215  -13.53439  -2.14364   6.10130
216  -14.49171  -2.29526   3.11800
217  -14.81530  -2.34651   0.00000
218  -14.49171  -2.29526  -3.11810
219  -13.53430  -2.14362  -6.10140
220   -3.11810   0.00000  13.70310
221   -2.96549  -0.96355  14.67230
222   -5.80268  -1.88541  13.70310
223   -8.38508  -2.72448  12.13540
224  -10.60200  -3.44480  10.03650
225  -12.35460  -4.01425   7.50000
226  -13.56749  -4.40834   4.63580
227  -14.18777  -4.60988   1.56760
228  -14.18777  -4.60988  -1.56770
229  -13.56739  -4.40831  -4.63590
230  -12.35451  -4.01422  -7.50010
231   -4.13059  -2.10464  14.26570
232   -6.68259  -3.40495  12.99040
233   -8.94390  -4.55714  11.14760
234  -10.81273  -5.50936   8.81560
235  -12.20955  -6.22108   6.10130
236  -13.07316  -6.66111   3.11800
237  -13.36507  -6.80985   0.00000
238  -13.07316  -6.66111  -3.11810
239  -12.20947  -6.22103  -6.10140
240   -2.96549  -0.96355  13.70310
241   -2.52260  -1.83277  14.67230
242   -4.93606  -3.58625  13.70310
243   -7.13278  -5.18227  12.13540
244   -9.01860  -6.55239  10.03650
245  -10.50945  -7.63557   7.50000
246  -11.54119  -8.38517   4.63580
247  -12.06883  -8.76852   1.56760
248  -12.06883  -8.76852  -1.56770
249  -11.54111  -8.38511  -4.63590
250  -10.50937  -7.63551  -7.50010
251   -3.27806  -3.27806  14.26570
252   -5.30333  -5.30333  12.99040
253   -7.09792  -7.09792  11.14760
254   -8.58103  -8.58103   8.81560
255   -9.68956  -9.68956   6.10130
256  -10.37492 -10.37492   3.11800
257  -10.60658 -10.60658   0.00000
258  -10.37492 -10.37492  -3.11810
259   -9.68949  -9.68949  -6.10140
260   -2.52260  -1.83277  13.70310
261   -1.83277  -2.52260  14.67230
262   -3.58625  -4.93606  13.70310
263   -5.18227  -7.13278  12.13540
264   -6.55239  -9.01860  10.03650
265   -7.63557 -10.50945   7.50000
266   -8.38517 -11.54119   4.63580
267   -8.76852 -12.06883   1.56760
268   -8.76852 -12.06883  -1.56770
269   -8.38511 -11.54111  -4.63590
270   -7.63551 -10.50937  -7.50010
271   -2.10464  -4.13059  14.26570
272   -3.40495  -6.68259  12.99040
273   -4.55714  -8.94390  11.14760
274   -5.50936 -10.81273   8.81560
275   -6.22108 -12.20955   6.10130
276   -6.66111 -13.07316   3.11800
277   -6.80985 -13.36507   0.00000
278   -6.66111 -13.07316  -3.11810
279   -6.22103 -12.20947  -6.10140
280   -1.83277  -2.52260  13.70310
281   -0.96355  -2.96549  14.67230
282   -1.88541  -5.80268  13.70310
283   -2.72448  -8.38508  12.13540
284   -3.44480 -10.60200  10.03650
285   -4.01425 -12.35460   7.50000
286   -4.40834 -13.56749   4.63580
287   -4.60988 -14.18777   1.56760
288   -4.60988 -14.18777  -1.56770
289   -4.40831 -13.56739  -4.63590
290   -4.01422 -12.35451  -7.50010
291   -0.72521  -4.57880  14.26570
292   -1.17327  -7.40771  12.99040
293   -1.57028  -9.91439  11.14760
294   -1.89840 -11.98600   8.81560
295   -2.14364 -13.53439   6.10130
296   -2.29526 -14.49171   3.11800
297   -2.34651 -14.81530   0.00000
298   -2.29526 -14.49171  -3.11810
299   -2.14362 -13.53430  -6.10140
300   -0.96355  -2.96549  13.70310
301   -0.00000  -3.11810  14.67230
302   -0.00000  -6.10130  13.70310
303   -0.00000  -8.81660  12.13540
304   -0.00000 -11.14760  10.03650
305   -0.00000 -12.99040   7.50000
306   -0.00000 -14.26570   4.63580
307   -0.00000 -14.91790   1.56760
308   -0.00000 -14.91790  -1.56770
309   -0.00000 -14.26560  -4.63590
310   -0.00000 -12.99030  -7.50010
311    0.72521  -4.57880  14.26570
312    1.17327  -7.40771  12.99040
313    1.57028  -9.91439  11.14760
314    1.89840 -11.98600   8.81560
315    2.14364 -13.53439   6.10130
316    2.29526 -14.49171   3.11800
317    2.34651 -14.81530   0.00000
318    2.29526 -14.49171  -3.11810
319    2.14362 -13.53430  -6.10140
320   -0.00000  -3.11810  13.70310
321    0.96355  -2.96549  14.67230
322    1.88541  -5.80268  13.70310
323    2.72448  -8.38508  12.13540
324    3.44480 -10.60200  10.03650
325    4.01425 -12.35460   7.50000
326    4.40834 -13.56749   4.63580
327    4.60988 -14.18777   1.56760
328    4.60988 -14.18777  -1.56770
329    4.40831 -13.56739  -4.63590
330    4.01422 -12.35451  -7.50010
331    2.10464  -4.13059  14.26570
332    3.40495  -6.68259  12.99040
333    4.55714  -8.94390  11.14760
334    5.50936 -10.81273   8.81560
335    6.22108 -12.20955   6.10130
336    6.66111 -13.07316   3.11800
337    6.80985 -13.36507   0.00000
338    6.66111 -13.07316  -3.11810
339    6.22103 -12.20947  -6.10140
340    0.96355  -2.96549  13.70310
341    1.83277  -2.52260  14.67230
342    3.58625  -4.93606  13.70310
343    5.18227  -7.13278  12.13540
344    6.55239  -9.01860  10.03650
345    7.63557 -10.50945   7.50000
346    8.38517 -11.54119   4.63580
347    8.76852 -12.06883   1.56760
348    8.76852 -12.06883  -1.56770
349    8.38511 -11.54111  -4.63590
350    7.63551 -10.50937  -7.50010
351    3.27806  -3.27806  14.26570
352    5.30333  -5.30333  12.99040
353    7.09792  -7.09792  11.14760
354    8.58103  -8.58103   8.81560
355    9.68956  -9.68956   6.10130
356   10.37492 -10.37492   3.11800
357   10.60658 -10.60658   0.00000
358   10.37492 -10.37492  -3.11810
359    9.68949  -9.68949  -6.10140
360    1.83277  -2.52260  13.70310
361    2.52260  -1.83277  14.67230
362    4.93606  -3.58625  13.70310
363    7.13278  -5.18227  12.13540
364    9.01860  -6.55239  10.03650
365   10.50945  -7.63557   7.50000
366   11.54119  -8.38517   4.63580
367   12.06883  -8.76852   1.56760
368   12.06883  -8.76852  -1.56770
369   11.54111  -8.38511  -4.63590
370   10.50937  -7.63551  -7.50010
371    4.13059  -2.10464  14.26570
372    6.68259  -3.40495  12.99040
373    8.94390  -4.55714  11.14760
374   10.81273  -5.50936   8.81560
375   12.20955  -6.22108   6.10130
376   13.07316  -6.66111   3.11800
377   13.36507  -6.80985   0.00000
378   13.07316  -6.66111  -3.11810
379   12.20947  -6.22103  -6.10140
380    2.52260  -1.83277  13.70310
381    2.96549  -0.96355  14.67230
382    5.80268  -1.88541  13.70310
383    8.38508  -2.72448  12.13540
384   10.60200  -3.44480  10.03650
385   12.35460  -4.01425   7.50000
386   13.56749  -4.40834   4.63580
387   14.18777  -4.60988   1.56760
388   14.18777  -4.60988  -1.56770
389   13.56739  -4.40831  -4.63590
390   12.35451  -4.01422  -7.50010
391    4.57880  -0.72521  14.26570
392    7.40771  -1.17327  12.99040
393    9.91439  -1.57028  11.14760
394   11.98600  -1.89840   8.81560
395   13.53439  -2.14364   6.10130
396   14.49171  -2.29526   3.11800
397   14.81530  -2.34651   0.00000
398   14.49171  -2.29526  -3.11810
399   13.53430  -2.14362  -6.10140
400    2.96549  -0.96355  13.70310
